query_id,best_hit
tr|A0A8V8TL69|A0A8V8TL69_HUMAN,6TUT_P
tr|A0A8V8TL76|A0A8V8TL76_HUMAN,5MZV_C
tr|A0A8V8TN48|A0A8V8TN48_HUMAN,6SRE_A
tr|A0A8V8TPX5|A0A8V8TPX5_HUMAN,4PO6_A
tr|A0A8V8TQV5|A0A8V8TQV5_HUMAN,7ABG_A4
tr|A0A8Z5F6C8|A0A8Z5F6C8_HUMAN,5IJO_F
tr|A0A994J5R3|A0A994J5R3_HUMAN,7NVU_W
tr|A8MY48|A8MY48_HUMAN,1CM8_B
tr|B3KUL3|B3KUL3_HUMAN,2RHS_C
tr|B4DZB7|B4DZB7_HUMAN,1DP7_P
tr|B8ZZ80|B8ZZ80_HUMAN,7JPP_B
tr|C9IYM9|C9IYM9_HUMAN,2LXT_C
tr|C9J0A6|C9J0A6_HUMAN,6WCQ_C
tr|C9J1V2|C9J1V2_HUMAN,7M0R_D
tr|C9J7D4|C9J7D4_HUMAN,5ZWM_N
tr|C9JA89|C9JA89_HUMAN,6XYW_Bv
tr|C9JB85|C9JB85_HUMAN,1Z7S_2
tr|C9JBL3|C9JBL3_HUMAN,3HR2_B
tr|C9JC72|C9JC72_HUMAN,4E0S_B
tr|C9JE61|C9JE61_HUMAN,1RUT_X
tr|C9JF41|C9JF41_HUMAN,4HLN_A
tr|C9JIB1|C9JIB1_HUMAN,5T3T_F
tr|C9JPC3|C9JPC3_HUMAN,2MPH_A
tr|C9JPR9|C9JPR9_HUMAN,3OST_A
tr|C9JU48|C9JU48_HUMAN,6PW5_D
tr|C9JZR9|C9JZR9_HUMAN,6XPE_B
tr|C9JZU6|C9JZU6_HUMAN,5A1Q_A
tr|C9K032|C9K032_HUMAN,7SBP_A
tr|D6RBY3|D6RBY3_HUMAN,3D34_B
tr|D6RCN9|D6RCN9_HUMAN,5WBS_C
tr|D6RDL8|D6RDL8_HUMAN,1JDP_B
tr|D6RFW1|D6RFW1_HUMAN,2IF4_A
tr|D6RFW7|D6RFW7_HUMAN,7CCS_A
tr|E2PU09|E2PU09_HUMAN,7M0R_B
tr|E5RFC4|E5RFC4_HUMAN,4GQZ_D
tr|E5RFT3|E5RFT3_HUMAN,4KIK_B
tr|E5RFX2|E5RFX2_HUMAN,6VCD_B
tr|E5RIB2|E5RIB2_HUMAN,6WG5_A
tr|E7BWR8|E7BWR8_HUMAN,1NKR_A
tr|E7ENJ7|E7ENJ7_HUMAN,7NRC_A
tr|E7ETX0|E7ETX0_HUMAN,6NQ2_B
tr|E9PEK0|E9PEK0_HUMAN,6LTJ_Q
tr|E9PF95|E9PF95_HUMAN,1H2I_O
tr|E9PH58|E9PH58_HUMAN,4YLS_A
tr|E9PIT6|E9PIT6_HUMAN,5GM9_A
tr|E9PKK2|E9PKK2_HUMAN,3MJ7_A
tr|E9PPA5|E9PPA5_HUMAN,4TND_A
tr|E9PQD7|E9PQD7_HUMAN,7O7Y_Ab
tr|E9PQH2|E9PQH2_HUMAN,6S48_A
tr|E9PRJ0|E9PRJ0_HUMAN,6ZM6_AW
tr|E9PRR6|E9PRR6_HUMAN,6EKZ_A
tr|F2Z316|F2Z316_HUMAN,6A9V_A
tr|F5GX58|F5GX58_HUMAN,2BBZ_B
tr|F5GYQ6|F5GYQ6_HUMAN,7OFN_A
tr|F5H5N2|F5H5N2_HUMAN,4EB7_C
tr|F6SXV3|F6SXV3_HUMAN,1OIS_A
tr|F8VU58|F8VU58_HUMAN,1XKU_A
tr|F8VXH4|F8VXH4_HUMAN,6LXW_J
tr|F8W0G0|F8W0G0_HUMAN,2L6G_A
tr|F8WBD8|F8WBD8_HUMAN,4LIM_A
tr|F8WBI8|F8WBI8_HUMAN,5VM1_C
tr|F8WBK0|F8WBK0_HUMAN,5YFP_A
tr|F8WDK8|F8WDK8_HUMAN,4V6W_CU
tr|G3V528|G3V528_HUMAN,6YNY_B
tr|G3V5B6|G3V5B6_HUMAN,4NN2_B
tr|G8JLM4|G8JLM4_HUMAN,7PER_H
tr|H0YDZ7|H0YDZ7_HUMAN,4AQL_A
tr|H0YFV6|H0YFV6_HUMAN,6Y4G_A
tr|H0YJ59|H0YJ59_HUMAN,6T36_A
tr|H0YJY0|H0YJY0_HUMAN,6NCM_A
tr|H0YK63|H0YK63_HUMAN,7PUA_F5
tr|H0YKE6|H0YKE6_HUMAN,6M22_A
tr|H0YLQ5|H0YLQ5_HUMAN,7RRO_H3
tr|H0YMH9|H0YMH9_HUMAN,6WXU_B
tr|H0YN53|H0YN53_HUMAN,7A3L_A
tr|H3BLY5|H3BLY5_HUMAN,6R5K_A
tr|H3BT66|H3BT66_HUMAN,3ZEF_E
tr|H3BUF3|H3BUF3_HUMAN,7CW3_X
tr|H3BUU3|H3BUU3_HUMAN,4BEW_A
tr|H7BY33|H7BY33_HUMAN,5TBY_A
tr|H7BZ38|H7BZ38_HUMAN,2A8L_A
tr|H7BZG3|H7BZG3_HUMAN,6MEZ_B
tr|H7BZM5|H7BZM5_HUMAN,4GAF_B
tr|H7C4I0|H7C4I0_HUMAN,7DSK_A
tr|H7C4U6|H7C4U6_HUMAN,3J8G_X
tr|H7C533|H7C533_HUMAN,6VP6_A
tr|I3L164|I3L164_HUMAN,2C4K_F
tr|I3L1T5|I3L1T5_HUMAN,6IGZ_F
tr|I3L4Y2|I3L4Y2_HUMAN,6QNX_C
tr|J3KPV6|J3KPV6_HUMAN,6WTH_A
tr|J3KQX4|J3KQX4_HUMAN,7RZ5_A
tr|J3KSC2|J3KSC2_HUMAN,5VA1_A
tr|J3KSD4|J3KSD4_HUMAN,7DSK_A
tr|J3QRT0|J3QRT0_HUMAN,2QKW_A
tr|J3QS10|J3QS10_HUMAN,7CK6_I
tr|K7EIY9|K7EIY9_HUMAN,6JPA_F
tr|K7EL26|K7EL26_HUMAN,7PY2_C
tr|K7EL80|K7EL80_HUMAN,7EU1_M
tr|K7ELG1|K7ELG1_HUMAN,7ARD_Y
tr|K7EML5|K7EML5_HUMAN,6FQ3_A
tr|K7EPH6|K7EPH6_HUMAN,5LSK_N
tr|K7ER52|K7ER52_HUMAN,2QAG_A
tr|K7ERF4|K7ERF4_HUMAN,7KYX_A
tr|L8EAS4|L8EAS4_HUMAN,2G62_A
tr|M0R0I4|M0R0I4_HUMAN,6AU8_A
tr|M0R0I5|M0R0I5_HUMAN,3N89_B
tr|M0R249|M0R249_HUMAN,6JXK_A
tr|Q4VXW3|Q4VXW3_HUMAN,7VLM_A
tr|Q5JW04|Q5JW04_HUMAN,5Y78_A
tr|Q5QPC7|Q5QPC7_HUMAN,3HR2_A
tr|Q5SWA0|Q5SWA0_HUMAN,7BI2_A
tr|Q5T7X0|Q5T7X0_HUMAN,3WTF_B
tr|Q8WY19|Q8WY19_HUMAN,3DMK_A
tr|Q96HN1|Q96HN1_HUMAN,3HX3_A
tr|U3KQ06|U3KQ06_HUMAN,3NYV_A
tr|V9GY37|V9GY37_HUMAN,3SB1_B
tr|V9GY91|V9GY91_HUMAN,5H0I_B
tr|V9GYH6|V9GYH6_HUMAN,4GUA_A
sp|O14717|TRDMT_HUMAN,1G55_A
sp|O14787|TNPO2_HUMAN,1QBK_B
sp|O15540|FABP7_HUMAN,1MDC_A
sp|O43674|NDUB5_HUMAN,6ZKQ_W
sp|O75347|TBCA_HUMAN,4CQI_A
sp|O75628|REM1_HUMAN,2G3Y_A
sp|O95399|UTS2_HUMAN,3KMI_B
sp|O95907|MOT3_HUMAN,7CKO_A
sp|O96028|NSD2_HUMAN,7CRO_I
sp|P09529|INHBB_HUMAN,5HLY_A
sp|P0DPK4|NT2NC_HUMAN,4XBM_B
sp|P10109|ADX_HUMAN,7ARD_O
sp|P15144|AMPN_HUMAN,4FYT_A
sp|P17661|DESM_HUMAN,3TNU_A
sp|P29622|KAIN_HUMAN,1JMO_A
sp|P31274|HXC9_HUMAN,6T90_K
sp|P31644|GBRA5_HUMAN,6A96_A
sp|P39900|MMP12_HUMAN,1GXD_A
sp|P41182|BCL6_HUMAN,6XMX_E
sp|P43686|PRS6B_HUMAN,6MSB_D
sp|P51449|RORG_HUMAN,3E00_D
sp|P53701|CCHL_HUMAN,1YO4_A
sp|P56597|NDK5_HUMAN,7JTK_i
sp|P59190|RAB15_HUMAN,7LHW_A
sp|P68402|PA1B2_HUMAN,1VYH_I
sp|Q13099|IFT88_HUMAN,7DHG_C
sp|Q14789|GOGB1_HUMAN,6SO3_B
sp|Q14802|FXYD3_HUMAN,2JP3_A
sp|Q15029|U5S1_HUMAN,3JB9_B
sp|Q15788|NCOA1_HUMAN,2PRG_C
sp|Q15942|ZYX_HUMAN,7AM2_Ax
sp|Q16280|CNGA2_HUMAN,7RHS_A
sp|Q3SXZ7|TTLL9_HUMAN,4YLS_A
sp|Q4ZHG4|FNDC1_HUMAN,1ZLG_A
sp|Q5JTV8|TOIP1_HUMAN,4TVS_A
sp|Q6JQN1|ACD10_HUMAN,4HR3_A
sp|Q7LFX5|CHSTF_HUMAN,1NST_A
sp|Q7Z7A1|CNTRL_HUMAN,6Z47_G
sp|Q8TAC2|JOS2_HUMAN,6PGV_A
sp|Q92731|ESR2_HUMAN,7KW7_F
sp|Q96PQ1|SIG12_HUMAN,3J8F_7
sp|Q96RI8|TAAR6_HUMAN,5ZTY_A
sp|Q99941|ATF6B_HUMAN,6IAK_F
sp|Q9BVK8|TM147_HUMAN,6W6L_4
sp|Q9BYV8|CEP41_HUMAN,6HIZ_DT
sp|Q9HAW9|UD18_HUMAN,7BV3_B
sp|Q9HB58|SP110_HUMAN,1OQJ_B
sp|Q9HCY8|S10AE_HUMAN,2M0R_B
sp|Q9NPD5|SO1B3_HUMAN,7EEB_L
sp|Q9NPF2|CHSTB_HUMAN,4NDZ_A
sp|Q9NPJ6|MED4_HUMAN,7ENJ_D
sp|Q9NZV1|CRIM1_HUMAN,1SKZ_A
sp|Q9UER7|DAXX_HUMAN,4H9N_C
sp|Q9UIL4|KIF25_HUMAN,5MM7_K
sp|Q9UMF0|ICAM5_HUMAN,3QS9_G
sp|Q9UNW1|MINP1_HUMAN,2GFI_B
sp|O95007|OR6B1_HUMAN,7BVQ_B
sp|Q14641|INSL4_HUMAN,5MRC_V
sp|Q8N5C7|DTWD1_HUMAN,5APG_C
sp|Q8NBV4|PLPP7_HUMAN,6EBU_A
sp|Q8NG68|TTL_HUMAN,5IYZ_F
sp|Q96NL1|TMM74_HUMAN,4QUV_B
sp|Q9UN71|PCDGG_HUMAN,5SZP_A
tr|A0A0C4DFW9|A0A0C4DFW9_HUMAN,6XRE_M
tr|A0A0U1RQT7|A0A0U1RQT7_HUMAN,3SV0_A
sp|A6NF34|ANTRL_HUMAN,3N2N_F
tr|B9A025|B9A025_HUMAN,5ZE3_B
tr|C9J7Z4|C9J7Z4_HUMAN,5X89_A
tr|D6R9T3|D6R9T3_HUMAN,5KO9_A
tr|E5RJD8|E5RJD8_HUMAN,4CQI_A
tr|E7EQB3|E7EQB3_HUMAN,3P1Z_D
tr|K7EMM8|K7EMM8_HUMAN,1VPD_A
sp|P52740|ZN132_HUMAN,6QNX_C
sp|Q6NSJ2|PHLB3_HUMAN,7NH5_A
sp|Q7Z4L0|COX8C_HUMAN,5Z62_M
sp|Q7Z4Y8|AT5L2_HUMAN,6ZA9_S
sp|Q8NG97|OR2Z1_HUMAN,7BVQ_B
sp|Q969W3|F104A_HUMAN,6XP5_Q
sp|Q96MC5|MERB1_HUMAN,5SZJ_B
tr|A0A024R3M2|A0A024R3M2_HUMAN,6GQF_A
tr|A0A087WWY4|A0A087WWY4_HUMAN,3A3C_A
tr|A0A0A0MRG9|A0A0A0MRG9_HUMAN,6X0V_H
tr|A0A0A0MTN9|A0A0A0MTN9_HUMAN,1LQU_B
tr|A0A0G2JL76|A0A0G2JL76_HUMAN,4XZC_A
tr|A0A1B0GUY6|A0A1B0GUY6_HUMAN,6QVC_A
tr|A0A2R8Y5S3|A0A2R8Y5S3_HUMAN,7DL2_D
tr|A0A2R8Y761|A0A2R8Y761_HUMAN,3P5J_B
tr|A0A2R8Y862|A0A2R8Y862_HUMAN,6MPB_A
tr|A0A3B3ISD8|A0A3B3ISD8_HUMAN,7DVQ_M
tr|A0A3B3ITX4|A0A3B3ITX4_HUMAN,6ZA9_S
tr|A0A590UJ78|A0A590UJ78_HUMAN,6IUQ_B
tr|A0A590UJS2|A0A590UJS2_HUMAN,6NE6_A
tr|A0A6Q8PF07|A0A6Q8PF07_HUMAN,4PHC_A
tr|A0A6Q8PFE3|A0A6Q8PFE3_HUMAN,7B96_B
tr|A0A7I2V458|A0A7I2V458_HUMAN,5LC5_O
tr|A0A7I2V4K4|A0A7I2V4K4_HUMAN,2K88_A
tr|A0A7I2V4R4|A0A7I2V4R4_HUMAN,6APL_C
tr|A0A7I2YQL5|A0A7I2YQL5_HUMAN,6QIG_A
tr|A0A7P0T9B9|A0A7P0T9B9_HUMAN,3VN4_A
tr|A8MTF4|A8MTF4_HUMAN,3T6P_A
tr|A8MYJ1|A8MYJ1_HUMAN,4D0N_B
tr|C9JLU6|C9JLU6_HUMAN,6LKZ_D
tr|C9JVC9|C9JVC9_HUMAN,6JPA_F
tr|H0Y6I7|H0Y6I7_HUMAN,6FUL_A
tr|H0Y7N1|H0Y7N1_HUMAN,2JAJ_B
tr|H0Y7Y8|H0Y7Y8_HUMAN,2F5K_B
tr|H3BM93|H3BM93_HUMAN,7WB4_O
tr|I3L4X0|I3L4X0_HUMAN,4OR9_A
tr|I3L533|I3L533_HUMAN,6KZJ_C
tr|J3QKT4|J3QKT4_HUMAN,3TRI_A
tr|K4DIA0|K4DIA0_HUMAN,6X4T_A
tr|K7EMR4|K7EMR4_HUMAN,6GCI_A
tr|K7EN18|K7EN18_HUMAN,6R5K_O
tr|K7ENV1|K7ENV1_HUMAN,3R7G_A
sp|O15172|PSPHL_HUMAN,7SHG_B
sp|Q8N9Z2|CC71L_HUMAN,6PX3_S
sp|Q9P1F3|ABRAL_HUMAN,2L2O_A
sp|Q9UIY3|RWD2A_HUMAN,2DAW_A
tr|S4R3H4|S4R3H4_HUMAN,6WMZ_A
tr|U3KQ96|U3KQ96_HUMAN,6T90_K
tr|U3KQD7|U3KQD7_HUMAN,4MT2_A
tr|V9GYL9|V9GYL9_HUMAN,6ZM6_AX
tr|A0A087WUF5|A0A087WUF5_HUMAN,6X0V_H
tr|A0A087WVH1|A0A087WVH1_HUMAN,7DCO_s
tr|A0A087WZE3|A0A087WZE3_HUMAN,3VH8_G
sp|A0A096LPI5|GVQW2_HUMAN,7DSK_A
tr|A0A0A0MRD5|A0A0A0MRD5_HUMAN,1UJS_A
tr|A0A0B4J225|A0A0B4J225_HUMAN,3QFA_A
tr|A0A0D9SFP3|A0A0D9SFP3_HUMAN,2XKX_B
tr|A0A0D9SGG5|A0A0D9SGG5_HUMAN,3ZGX_Z
tr|A0A0G2JIJ7|A0A0G2JIJ7_HUMAN,4BXZ_X
tr|A0A0G2JPS9|A0A0G2JPS9_HUMAN,3WYR_B
tr|A0A0G2JQZ3|A0A0G2JQZ3_HUMAN,7DSX_A
tr|A0A0J9YVV8|A0A0J9YVV8_HUMAN,5YSR_C
tr|A0A0S2Z429|A0A0S2Z429_HUMAN,7JKC_D
tr|A0A140TA13|A0A140TA13_HUMAN,6AT5_A
tr|A0A1B0GVB7|A0A1B0GVB7_HUMAN,7T3I_B
tr|A0A1W2PNN5|A0A1W2PNN5_HUMAN,6V35_C
tr|A0A1W2PNZ6|A0A1W2PNZ6_HUMAN,6HIZ_DE
tr|A0A1W2PP09|A0A1W2PP09_HUMAN,6VQ8_f
tr|A0A1W2PPL2|A0A1W2PPL2_HUMAN,6X2I_1
tr|A0A2R8Y783|A0A2R8Y783_HUMAN,7O4J_1
tr|A0A2U3TZP8|A0A2U3TZP8_HUMAN,6A4V_B
tr|A0A3B3IS08|A0A3B3IS08_HUMAN,7AOI_A3
tr|A0A3B3ITT7|A0A3B3ITT7_HUMAN,5SVH_B
tr|A0A3B3ITY0|A0A3B3ITY0_HUMAN,7BV5_D
tr|A0A494BZS3|A0A494BZS3_HUMAN,7JKC_D
tr|A0A494BZW5|A0A494BZW5_HUMAN,6WCQ_C
tr|A0A494C093|A0A494C093_HUMAN,7D8A_A
tr|A0A494C120|A0A494C120_HUMAN,1ZU1_A
tr|A0A494C1I2|A0A494C1I2_HUMAN,6NT9_B
tr|A0A5F9ZH86|A0A5F9ZH86_HUMAN,4D1E_A
tr|A0A5F9ZHC8|A0A5F9ZHC8_HUMAN,7OKY_O
tr|A0A669KBC0|A0A669KBC0_HUMAN,3SV0_A
tr|A0A6Q8PGF9|A0A6Q8PGF9_HUMAN,4M0P_A
tr|A0A7I2V4Y3|A0A7I2V4Y3_HUMAN,4KS9_B
tr|A0A7I2V5D8|A0A7I2V5D8_HUMAN,6WQK_B
tr|A0A7I2V5S4|A0A7I2V5S4_HUMAN,2VP4_D
tr|A0A7P0SNB0|A0A7P0SNB0_HUMAN,7DZ7_8
tr|A0A7P0TAJ7|A0A7P0TAJ7_HUMAN,4OO0_A
tr|A0A7P0TAR0|A0A7P0TAR0_HUMAN,7MQ9_NN
tr|A0A7P0TB54|A0A7P0TB54_HUMAN,3LQC_A
tr|A0A804HIU0|A0A804HIU0_HUMAN,5V46_A
tr|A0A8I5KR11|A0A8I5KR11_HUMAN,1R30_B
tr|A0A8I5KYV7|A0A8I5KYV7_HUMAN,3N3K_A
tr|A0A8Q3SID7|A0A8Q3SID7_HUMAN,3GAW_A
tr|A0A8Q3SIT3|A0A8Q3SIT3_HUMAN,6JPA_C
tr|A0A8Q3SIZ6|A0A8Q3SIZ6_HUMAN,6TNG_B
tr|A0A8V8TNT2|A0A8V8TNT2_HUMAN,7NTF_B
tr|A0A994J479|A0A994J479_HUMAN,3BES_R
tr|A0A994J736|A0A994J736_HUMAN,6PNQ_B
tr|A0A994J7M9|A0A994J7M9_HUMAN,7W72_S
tr|A8MYK1|A8MYK1_HUMAN,7OF0_U
tr|B1AKB9|B1AKB9_HUMAN,6SJV_A
tr|B1AZ06|B1AZ06_HUMAN,4LGV_C
tr|B4DML5|B4DML5_HUMAN,6GLC_A
tr|B4DVL2|B4DVL2_HUMAN,6DXW_C
tr|B7Z8X0|B7Z8X0_HUMAN,3O7Q_A
tr|C9J524|C9J524_HUMAN,5N9B_A
tr|C9J627|C9J627_HUMAN,5N4A_A
tr|C9J6F9|C9J6F9_HUMAN,5LLF_D
tr|C9J8R7|C9J8R7_HUMAN,7OI6_y
tr|C9JFU1|C9JFU1_HUMAN,6CMY_A
tr|C9JMY2|C9JMY2_HUMAN,7KGV_B
tr|C9JUJ0|C9JUJ0_HUMAN,6LU8_9
tr|C9JVC8|C9JVC8_HUMAN,2A90_A
tr|C9JZM9|C9JZM9_HUMAN,7NVK_AAA
tr|C9K0R0|C9K0R0_HUMAN,5B4X_B
tr|D3YTH5|D3YTH5_HUMAN,6SC2_C
tr|D6RB00|D6RB00_HUMAN,6RGN_A
tr|D6RDW9|D6RDW9_HUMAN,5J11_C
tr|D6REA8|D6REA8_HUMAN,3W95_A
tr|D6RHW0|D6RHW0_HUMAN,6WJ3_H
tr|E0CX16|E0CX16_HUMAN,6U08_F
tr|E5RFM6|E5RFM6_HUMAN,2H8H_A
tr|E5RK29|E5RK29_HUMAN,6HIX_Be
tr|E5RK76|E5RK76_HUMAN,1UF2_K
tr|E9PCA3|E9PCA3_HUMAN,7FII_R
tr|E9PFQ8|E9PFQ8_HUMAN,6ZXG_z
tr|E9PHY4|E9PHY4_HUMAN,2QJK_B
tr|E9PHZ6|E9PHZ6_HUMAN,1B3U_B
tr|E9PJM9|E9PJM9_HUMAN,4P13_D
tr|E9PL10|E9PL10_HUMAN,6T59_NB
tr|E9PNW9|E9PNW9_HUMAN,1WMI_B
tr|E9PR25|E9PR25_HUMAN,3H71_B
tr|F5GYK2|F5GYK2_HUMAN,7K36_G
tr|F5H0U3|F5H0U3_HUMAN,2B9L_A
tr|F5H136|F5H136_HUMAN,4PJ1_G
tr|F5H1Y9|F5H1Y9_HUMAN,6II2_D
tr|F5H2S4|F5H2S4_HUMAN,3C25_A
tr|F5H6N9|F5H6N9_HUMAN,7PZC_A
tr|F5H8G5|F5H8G5_HUMAN,6B1B_B
tr|F8WAZ1|F8WAZ1_HUMAN,5J5T_A
tr|F8WB97|F8WB97_HUMAN,5GVB_A
tr|F8WC37|F8WC37_HUMAN,6VVO_B
tr|F8WC95|F8WC95_HUMAN,3CLO_A
tr|F8WDW2|F8WDW2_HUMAN,6S7O_G
tr|G3V3G2|G3V3G2_HUMAN,1I2H_A
tr|H0Y5Y2|H0Y5Y2_HUMAN,6WCQ_C
tr|H0Y6Z4|H0Y6Z4_HUMAN,6ICI_A
tr|H0Y720|H0Y720_HUMAN,6X9O_A
tr|H0Y931|H0Y931_HUMAN,4D8O_A
tr|H0YA94|H0YA94_HUMAN,4QUV_B
tr|H0YER5|H0YER5_HUMAN,6LKZ_D
tr|H0YEZ4|H0YEZ4_HUMAN,4K17_A
tr|H0YIA4|H0YIA4_HUMAN,7QVC_B
tr|H0YIK9|H0YIK9_HUMAN,2PUO_A
tr|H0YKY9|H0YKY9_HUMAN,7NVR_m
tr|H0YLX0|H0YLX0_HUMAN,7ENC_l
tr|H0YM54|H0YM54_HUMAN,6FYY_m
tr|H0YNW9|H0YNW9_HUMAN,6NHJ_S
tr|H3BN15|H3BN15_HUMAN,1K9A_B
tr|H3BPI4|H3BPI4_HUMAN,6OD7_E
tr|H3BQ21|H3BQ21_HUMAN,4I2X_F
tr|H3BRE8|H3BRE8_HUMAN,6TMG_V
tr|H3BRW0|H3BRW0_HUMAN,5CM8_A
tr|H3BTI9|H3BTI9_HUMAN,7BL1_CCC
tr|H3BUH2|H3BUH2_HUMAN,5KVM_A
tr|H3BUI4|H3BUI4_HUMAN,7P3Z_B
tr|H3BUN2|H3BUN2_HUMAN,4MJG_B
tr|H3BUY5|H3BUY5_HUMAN,6Y4G_B
tr|H7C0D8|H7C0D8_HUMAN,6Y9B_A
tr|H7C0Z5|H7C0Z5_HUMAN,3BES_R
tr|H7C141|H7C141_HUMAN,3T7H_A
tr|H7C233|H7C233_HUMAN,7D9H_B
tr|H7C246|H7C246_HUMAN,6THL_B
tr|H7C295|H7C295_HUMAN,1YNH_B
tr|H7C307|H7C307_HUMAN,4I69_B
tr|H7C336|H7C336_HUMAN,7O4H_D
tr|H7C3I5|H7C3I5_HUMAN,7ND2_D
tr|H7C3V2|H7C3V2_HUMAN,7PUG_A
tr|H7C5A0|H7C5A0_HUMAN,6VVO_B
tr|I3L1B9|I3L1B9_HUMAN,2BBZ_B
tr|I3L1J4|I3L1J4_HUMAN,2VE7_B
tr|J3KP58|J3KP58_HUMAN,2CP6_A
tr|J3KRE7|J3KRE7_HUMAN,6A70_B
tr|J3KST6|J3KST6_HUMAN,7CCS_A
tr|J3QKX1|J3QKX1_HUMAN,5OQT_C
tr|J3QLM7|J3QLM7_HUMAN,6X9G_A
tr|J3QR51|J3QR51_HUMAN,4WNR_A
tr|J3QRI3|J3QRI3_HUMAN,1N7I_B
tr|K7EIL0|K7EIL0_HUMAN,4JOI_C
tr|K7EJJ6|K7EJJ6_HUMAN,5JXT_K
tr|K7EJU7|K7EJU7_HUMAN,5FDN_B
tr|K7EKL6|K7EKL6_HUMAN,2A45_K
tr|K7EMG7|K7EMG7_HUMAN,6B9H_A
tr|K7EP09|K7EP09_HUMAN,6TS8_B
tr|K7EQP3|K7EQP3_HUMAN,6R83_4a
tr|M0QY95|M0QY95_HUMAN,1V65_A
tr|M0QYE9|M0QYE9_HUMAN,3M0C_C
tr|M0QYL3|M0QYL3_HUMAN,7DVQ_4
tr|M0R052|M0R052_HUMAN,3BOW_A
tr|M0R1W4|M0R1W4_HUMAN,3R8J_B
tr|M0R263|M0R263_HUMAN,2BN6_A
tr|Q3L1R2|Q3L1R2_HUMAN,6VXG_A
tr|Q3MHB9|Q3MHB9_HUMAN,7B1G_A
tr|Q4VXB2|Q4VXB2_HUMAN,6HIY_DN
tr|Q5STZ8|Q5STZ8_HUMAN,5ZXD_B
tr|Q5T1W1|Q5T1W1_HUMAN,6IGM_H
tr|Q5VZR0|Q5VZR0_HUMAN,5JYS_A
tr|Q8IU65|Q8IU65_HUMAN,7K58_A
tr|R4GMQ8|R4GMQ8_HUMAN,1S58_A
tr|S4R3I2|S4R3I2_HUMAN,5YQR_A
tr|V9GYB4|V9GYB4_HUMAN,4ZY8_D
tr|V9GYU9|V9GYU9_HUMAN,1T4C_B
sp|A1L4H1|SRCRL_HUMAN,5ZE3_B
sp|O43541|SMAD6_HUMAN,7CD1_B
sp|O60503|ADCY9_HUMAN,6R4P_A
sp|O76027|ANXA9_HUMAN,1M9I_A
sp|P01579|IFNG_HUMAN,6E3K_A
sp|P04001|OPSG_HUMAN,5W0P_C
sp|P13497|BMP1_HUMAN,3KQ4_D
sp|P17174|AATC_HUMAN,3K7Y_A
sp|P20061|TCO1_HUMAN,4KKI_A
sp|P20827|EFNA1_HUMAN,3CZU_B
sp|P22314|UBA1_HUMAN,6DC6_C
sp|P23142|FBLN1_HUMAN,3M0C_C
sp|P35998|PRS7_HUMAN,6FVX_H
sp|P36980|FHR2_HUMAN,3GAW_A
sp|P41273|TNFL9_HUMAN,6MGP_A
sp|P43694|GATA4_HUMAN,4HC9_A
sp|P55040|GEM_HUMAN,2G3Y_A
sp|P62269|RS18_HUMAN,7QEP_C8
sp|P69891|HBG1_HUMAN,3EOK_B
sp|P78348|ASIC1_HUMAN,6VTK_B
sp|P78543|BTG2_HUMAN,5CI9_A
sp|Q01534|TSPY1_HUMAN,5X7V_C
sp|Q01628|IFM3_HUMAN,7NXD_A
sp|Q12794|HYAL1_HUMAN,2PE4_A
sp|Q13555|KCC2G_HUMAN,5U6Y_J
sp|Q5T197|DCST1_HUMAN,2FIY_A
sp|Q6P6C2|ALKB5_HUMAN,4NJ4_B
sp|Q6UXZ3|CLM5_HUMAN,5OR7_C
sp|Q8N136|DAW1_HUMAN,5MZH_B
sp|Q8N568|DCLK2_HUMAN,4ATU_I
sp|Q8N5J2|MINY1_HUMAN,5JQS_A
sp|Q8NEP3|DAAF1_HUMAN,7A5P_W
sp|Q8TDW0|LRC8C_HUMAN,7P5V_B
sp|Q8WX94|NALP7_HUMAN,7VTQ_K
sp|Q8WXI4|ACO11_HUMAN,3FO5_A
sp|Q96CM8|ACSF2_HUMAN,6HIX_BC
sp|Q96ER9|MITOK_HUMAN,7N9F_z
sp|Q96G97|BSCL2_HUMAN,6DS5_A
sp|Q96GM5|SMRD1_HUMAN,6LTJ_P
sp|Q99697|PITX2_HUMAN,6T90_K
sp|Q9H0Y0|ATG10_HUMAN,3VX7_B
sp|Q9H6U8|ALG9_HUMAN,5F15_A
sp|Q9HCD5|NCOA5_HUMAN,1V95_A
sp|Q9NPC3|CIP1_HUMAN,7B5Q_H
sp|Q9NS39|RED2_HUMAN,6VFF_B
sp|Q9UKI9|PO2F3_HUMAN,6T90_K
sp|Q9UKM9|RALY_HUMAN,7DVQ_4
tr|A0A8V8TMN5|A0A8V8TMN5_HUMAN,3L0S_C
sp|O94892|ZN432_HUMAN,6QNX_C
sp|Q14409|GLPK3_HUMAN,7NIE_A
sp|Q17RF5|ODAPH_HUMAN,6Z1P_BN
sp|Q86YH2|Z280B_HUMAN,6QNX_C
tr|A0A7P0TB20|A0A7P0TB20_HUMAN,7ABV_A
sp|O60290|ZN862_HUMAN,2BW3_A
sp|P0DN37|PAL4G_HUMAN,5YZG_3
sp|P55822|SH3BG_HUMAN,1U6T_A
sp|P82664|RT10_HUMAN,6ZM6_AH
sp|Q06250|WIT1_HUMAN,6WES_A
