query_id,best_hit
tr|A0A494C0J6|A0A494C0J6_HUMAN,7ENN_K
tr|A0A494C178|A0A494C178_HUMAN,2EEF_A
tr|A0A494C1A0|A0A494C1A0_HUMAN,4D1E_A
tr|A0A494C1C3|A0A494C1C3_HUMAN,7DSK_A
tr|A0A494C1N2|A0A494C1N2_HUMAN,3TSZ_A
tr|A0A494C1R6|A0A494C1R6_HUMAN,6RAX_4
tr|A0A590UIX9|A0A590UIX9_HUMAN,7O0V_H1
tr|A0A590UJI1|A0A590UJI1_HUMAN,4PO6_A
tr|A0A669KAY2|A0A669KAY2_HUMAN,6FTO_C
tr|A0A6I8PRH3|A0A6I8PRH3_HUMAN,4OHR_A
tr|A0A6I8PRR0|A0A6I8PRR0_HUMAN,4XRU_A
tr|A0A6Q8PF64|A0A6Q8PF64_HUMAN,4ICW_A
tr|A0A6Q8PF92|A0A6Q8PF92_HUMAN,6OV2_A
tr|A0A6Q8PGL4|A0A6Q8PGL4_HUMAN,5UKH_A
tr|A0A6Q8PGM3|A0A6Q8PGM3_HUMAN,5U70_A
tr|A0A6Q8PHB1|A0A6Q8PHB1_HUMAN,3SSO_F
tr|A0A7I2V367|A0A7I2V367_HUMAN,3PBH_A
tr|A0A7I2V3P8|A0A7I2V3P8_HUMAN,3N44_F
tr|A0A7I2V4M3|A0A7I2V4M3_HUMAN,6RWK_z
tr|A0A7I2YQP6|A0A7I2YQP6_HUMAN,6U3G_A
tr|A0A7P0T863|A0A7P0T863_HUMAN,3IHP_B
tr|A0A7P0TAM6|A0A7P0TAM6_HUMAN,1EG4_A
tr|A0A7P0TAZ7|A0A7P0TAZ7_HUMAN,7ASE_f
tr|A0A7P0TBL9|A0A7P0TBL9_HUMAN,5MST_B
tr|A0A7P0TBP2|A0A7P0TBP2_HUMAN,6ICI_A
tr|A0A804HJL9|A0A804HJL9_HUMAN,7NRC_A
tr|A0A804HKI2|A0A804HKI2_HUMAN,6YXY_Ao
tr|A0A804HLD6|A0A804HLD6_HUMAN,6LKZ_D
tr|A0A8I5KRH2|A0A8I5KRH2_HUMAN,2YUK_A
tr|A0A8I5KTT9|A0A8I5KTT9_HUMAN,5CQS_A
tr|A0A8I5QJ67|A0A8I5QJ67_HUMAN,7JTK_k
tr|A0A8I5QJ95|A0A8I5QJ95_HUMAN,7MGP_A
tr|A0A8Q3WL81|A0A8Q3WL81_HUMAN,7KZT_M
tr|A0A8Q3WLE6|A0A8Q3WLE6_HUMAN,6VMK_I
tr|A0A8V8TKL8|A0A8V8TKL8_HUMAN,7LHK_B
tr|A0A8V8TKR0|A0A8V8TKR0_HUMAN,1T77_B
tr|A0A8V8TKV9|A0A8V8TKV9_HUMAN,3HUF_C
tr|A0A8V8TL55|A0A8V8TL55_HUMAN,6PBC_A
tr|A0A8V8TLX8|A0A8V8TLX8_HUMAN,6XJL_A
tr|A0A8V8TP80|A0A8V8TP80_HUMAN,4G4S_P
tr|A0A8V8TQ99|A0A8V8TQ99_HUMAN,6X6A_E
tr|A0A994J4J1|A0A994J4J1_HUMAN,7LBG_B
tr|A0A994J5D1|A0A994J5D1_HUMAN,7ENA_Dc
tr|A0A994J5D8|A0A994J5D8_HUMAN,3ZBQ_A
tr|A0A994J5E9|A0A994J5E9_HUMAN,2D68_B
tr|A0A994J7C1|A0A994J7C1_HUMAN,3GHG_I
tr|A0A9L9PX96|A0A9L9PX96_HUMAN,7NRC_A
tr|A0A9L9PY35|A0A9L9PY35_HUMAN,5F87_E
tr|A2ABC7|A2ABC7_HUMAN,6SAZ_D
tr|A6PVI2|A6PVI2_HUMAN,4DUR_A
tr|A6PVI4|A6PVI4_HUMAN,6QAJ_B
tr|A8K382|A8K382_HUMAN,3L01_B
tr|A8MVF3|A8MVF3_HUMAN,1VLH_D
tr|A8MW78|A8MW78_HUMAN,3QWY_B
tr|A8MZH0|A8MZH0_HUMAN,6AED_A
tr|B3KYB6|B3KYB6_HUMAN,2A1L_A
tr|B4DI24|B4DI24_HUMAN,6HG4_B
tr|B4DM24|B4DM24_HUMAN,6T29_AAA
tr|B7ZLE8|B7ZLE8_HUMAN,5YUD_A
tr|B8ZZZ9|B8ZZZ9_HUMAN,6Z47_G
tr|C9IZG1|C9IZG1_HUMAN,2R1D_H
tr|C9J123|C9J123_HUMAN,2XKX_B
tr|C9J184|C9J184_HUMAN,5KYM_B
tr|C9J3R7|C9J3R7_HUMAN,5AKO_C
tr|C9J4Q7|C9J4Q7_HUMAN,5VBD_A
tr|C9J7Y7|C9J7Y7_HUMAN,6PA7_P
tr|C9J979|C9J979_HUMAN,7BFP_B
tr|C9J9Y9|C9J9Y9_HUMAN,3UAI_A
tr|C9JCE4|C9JCE4_HUMAN,5T1D_C
tr|C9JDV1|C9JDV1_HUMAN,6WKO_A
tr|C9JI11|C9JI11_HUMAN,6WCQ_C
tr|C9JJ18|C9JJ18_HUMAN,6T29_AAA
tr|C9JME8|C9JME8_HUMAN,7BL1_CCC
tr|C9JQD0|C9JQD0_HUMAN,3SLK_B
tr|C9JQW5|C9JQW5_HUMAN,2HQX_B
tr|C9JRD2|C9JRD2_HUMAN,6U3S_A
tr|C9JVC6|C9JVC6_HUMAN,4X82_B
tr|C9JWD6|C9JWD6_HUMAN,5WUA_C
tr|C9K0U5|C9K0U5_HUMAN,2WVR_B
tr|D6R9M7|D6R9M7_HUMAN,7DVQ_4
tr|D6RB68|D6RB68_HUMAN,6UD5_B
tr|D6RBE8|D6RBE8_HUMAN,5A63_B
tr|D6RBX4|D6RBX4_HUMAN,5NV6_A
tr|D6RDU3|D6RDU3_HUMAN,6DHS_B
tr|D6RGZ8|D6RGZ8_HUMAN,3QS7_F
tr|D6RHV7|D6RHV7_HUMAN,7LX2_C
tr|D6RIG7|D6RIG7_HUMAN,5YZ0_B
tr|D6RIV8|D6RIV8_HUMAN,3BRD_A
tr|D6RIZ3|D6RIZ3_HUMAN,5A4P_A
tr|D6RJ93|D6RJ93_HUMAN,7AOI_BE
tr|E5RFH8|E5RFH8_HUMAN,7O3E_I
tr|E5RFK8|E5RFK8_HUMAN,7DL2_D
tr|E5RGT2|E5RGT2_HUMAN,1IUQ_A
tr|E5RHF9|E5RHF9_HUMAN,4WYK_C
tr|E5RI82|E5RI82_HUMAN,2BJI_A
tr|E5RJ11|E5RJ11_HUMAN,1QQG_B
tr|E7ER64|E7ER64_HUMAN,6S1Y_A
tr|E7ETT1|E7ETT1_HUMAN,5ING_D
tr|E9PAL0|E9PAL0_HUMAN,6ULC_L
tr|E9PBU7|E9PBU7_HUMAN,4Z33_A
tr|E9PCY7|E9PCY7_HUMAN,6ASO_A
tr|E9PI29|E9PI29_HUMAN,6LKN_F
tr|E9PIB8|E9PIB8_HUMAN,4HD5_A
tr|E9PIH0|E9PIH0_HUMAN,6RKW_B
tr|E9PIJ1|E9PIJ1_HUMAN,7A4Y_D
tr|E9PJ54|E9PJ54_HUMAN,4QUV_B
tr|E9PJF1|E9PJF1_HUMAN,6ID1_L
tr|E9PK37|E9PK37_HUMAN,6WVG_B
tr|E9PK75|E9PK75_HUMAN,5EJ3_A
tr|E9PK84|E9PK84_HUMAN,2H6H_A
tr|E9PKD5|E9PKD5_HUMAN,6FVT_M
tr|E9PL85|E9PL85_HUMAN,7WAB_A
tr|E9PMY0|E9PMY0_HUMAN,3UA0_B
tr|E9PNP0|E9PNP0_HUMAN,7PER_H
tr|E9PNX5|E9PNX5_HUMAN,5E33_A
tr|E9PQE2|E9PQE2_HUMAN,2XSN_C
tr|E9PQJ8|E9PQJ8_HUMAN,1S94_B
tr|F2Z3J3|F2Z3J3_HUMAN,7BLX_L
tr|F5GWK2|F5GWK2_HUMAN,6QJA_B
tr|F5H0P0|F5H0P0_HUMAN,7JPT_A
tr|F5H2F7|F5H2F7_HUMAN,5GUH_A
tr|F5H2Z3|F5H2Z3_HUMAN,3V7O_B
tr|F5H5G1|F5H5G1_HUMAN,6U7N_A
tr|F5H6J5|F5H6J5_HUMAN,7DCO_2
tr|F5H7E5|F5H7E5_HUMAN,4BJM_C
tr|F5H8G2|F5H8G2_HUMAN,3JT0_A
tr|F6QD81|F6QD81_HUMAN,1B9X_C
tr|F6S232|F6S232_HUMAN,6U42_5G
tr|F8VVA2|F8VVA2_HUMAN,6QX9_5X
tr|F8VXI1|F8VXI1_HUMAN,6ZKI_i
tr|F8VZG8|F8VZG8_HUMAN,5OK6_B
tr|F8VZR6|F8VZR6_HUMAN,1V18_B
tr|F8VZS2|F8VZS2_HUMAN,1ZBD_B
tr|F8W0J2|F8W0J2_HUMAN,5UQS_C
tr|F8WAU2|F8WAU2_HUMAN,1WVC_A
tr|F8WAZ7|F8WAZ7_HUMAN,6QAJ_B
tr|F8WB43|F8WB43_HUMAN,6HG4_B
tr|F8WC38|F8WC38_HUMAN,6AHV_A
tr|F8WCA5|F8WCA5_HUMAN,4PKD_B
tr|F8WCN6|F8WCN6_HUMAN,5M33_A
tr|F8WDC0|F8WDC0_HUMAN,7C7Q_A
tr|F8WDY2|F8WDY2_HUMAN,7NSC_D
tr|F8WE36|F8WE36_HUMAN,7D3F_D
tr|F8WEF2|F8WEF2_HUMAN,4D10_H
tr|F8WF62|F8WF62_HUMAN,2GAH_A
tr|G3V190|G3V190_HUMAN,1ZJC_A
tr|G3V2F2|G3V2F2_HUMAN,1R6T_A
tr|G3V2K3|G3V2K3_HUMAN,6WCQ_C
tr|G3V2M3|G3V2M3_HUMAN,6UX2_A
tr|G3V3W7|G3V3W7_HUMAN,6TF9_hP1
tr|G3V412|G3V412_HUMAN,6TBU_A
tr|G3V488|G3V488_HUMAN,7N9F_z
tr|G3V4U0|G3V4U0_HUMAN,3M0C_C
tr|G3V4X7|G3V4X7_HUMAN,1Q99_B
tr|H0Y486|H0Y486_HUMAN,7VOP_V
tr|H0Y549|H0Y549_HUMAN,6U42_7X
tr|H0Y5V3|H0Y5V3_HUMAN,1NIJ_A
tr|H0Y641|H0Y641_HUMAN,6LKN_F
tr|H0Y6P3|H0Y6P3_HUMAN,5Z7D_B
tr|H0Y7Q3|H0Y7Q3_HUMAN,7D3F_D
tr|H0Y8W5|H0Y8W5_HUMAN,1XA6_A
tr|H0Y8X7|H0Y8X7_HUMAN,1PZD_A
tr|H0YA69|H0YA69_HUMAN,5B5O_B
tr|H0YAV7|H0YAV7_HUMAN,6YFA_CA
tr|H0YBA8|H0YBA8_HUMAN,6ZNL_Z
tr|H0YBD6|H0YBD6_HUMAN,1LS4_A
tr|H0YC64|H0YC64_HUMAN,1IUQ_A
tr|H0YC69|H0YC69_HUMAN,6Y6E_A
tr|H0YCV5|H0YCV5_HUMAN,6Z9U_D
tr|H0YD52|H0YD52_HUMAN,6I50_A
tr|H0YEE6|H0YEE6_HUMAN,4JYX_A
tr|H0YEY7|H0YEY7_HUMAN,2I9W_A
tr|H0YG41|H0YG41_HUMAN,5CXY_A
tr|H0YGN9|H0YGN9_HUMAN,5KGQ_A
tr|H0YGS3|H0YGS3_HUMAN,1CCD_A
tr|H0YGZ9|H0YGZ9_HUMAN,6KTR_D
tr|H0YHY5|H0YHY5_HUMAN,5B4X_B
tr|H0YJX7|H0YJX7_HUMAN,3GM8_A
tr|H0YJY7|H0YJY7_HUMAN,1Z5X_E
tr|H0YKR7|H0YKR7_HUMAN,5B86_A
tr|H0YMW1|H0YMW1_HUMAN,5RAG_A
tr|H0YNN1|H0YNN1_HUMAN,5KGQ_A
tr|H0YNS8|H0YNS8_HUMAN,6UPL_H
tr|H0YNU6|H0YNU6_HUMAN,5WF2_A
tr|H3BN14|H3BN14_HUMAN,6FIE_B
tr|H3BN75|H3BN75_HUMAN,6OWT_A
tr|H3BNS5|H3BNS5_HUMAN,1UF2_H
tr|H3BPT3|H3BPT3_HUMAN,4X96_C
tr|H3BPX8|H3BPX8_HUMAN,3WW3_B
tr|H3BPY5|H3BPY5_HUMAN,3AQQ_B
tr|H3BQE7|H3BQE7_HUMAN,4V60_I
tr|H3BQW7|H3BQW7_HUMAN,7KZT_S
tr|H3BR89|H3BR89_HUMAN,4J8S_A
tr|H3BRY1|H3BRY1_HUMAN,7ASV_A
tr|H3BS69|H3BS69_HUMAN,6ZS0_BBB
tr|H3BSP0|H3BSP0_HUMAN,6Z1P_BO
tr|H3BSX6|H3BSX6_HUMAN,6ZJM_G
tr|H3BT75|H3BT75_HUMAN,1TDH_A
tr|H3BU01|H3BU01_HUMAN,2ZWA_B
tr|H3BUD7|H3BUD7_HUMAN,6MP5_B
tr|H3BUQ8|H3BUQ8_HUMAN,6WTH_B
tr|H3BV83|H3BV83_HUMAN,2P0G_D
tr|H3BVD5|H3BVD5_HUMAN,2WD9_C
tr|H7C0N6|H7C0N6_HUMAN,6QVC_A
tr|H7C1F2|H7C1F2_HUMAN,3OML_A
tr|H7C1F3|H7C1F3_HUMAN,4KYC_A
tr|H7C1Z2|H7C1Z2_HUMAN,5JHO_B
tr|H7C2A7|H7C2A7_HUMAN,4HWM_A
tr|H7C2P7|H7C2P7_HUMAN,3J6B_P
tr|H7C2W2|H7C2W2_HUMAN,6L8O_A
tr|H7C348|H7C348_HUMAN,3ZW5_A
tr|H7C361|H7C361_HUMAN,2MUQ_A
tr|H7C5T6|H7C5T6_HUMAN,5X7Q_B
tr|I1E4Y6|I1E4Y6_HUMAN,5NVK_D
tr|I3L131|I3L131_HUMAN,7NRC_A
tr|I3L1F1|I3L1F1_HUMAN,1SVC_P
tr|I3L1K8|I3L1K8_HUMAN,5XPD_A
tr|I3L1Z4|I3L1Z4_HUMAN,4E6S_A
tr|I3L3U1|I3L3U1_HUMAN,6FSA_D
tr|I3L407|I3L407_HUMAN,2ORY_B
tr|I3L4R7|I3L4R7_HUMAN,6SG9_CE
tr|I3NI36|I3NI36_HUMAN,7MQA_SW
tr|J3KNE7|J3KNE7_HUMAN,4I3H_A
tr|J3KNK0|J3KNK0_HUMAN,5IRI_B
tr|J3KRF8|J3KRF8_HUMAN,2DDU_A
tr|J3KRQ6|J3KRQ6_HUMAN,6ELZ_n
tr|J3KRW4|J3KRW4_HUMAN,4X3N_B
tr|J3KST2|J3KST2_HUMAN,7C7X_E
tr|J3KSW7|J3KSW7_HUMAN,7DVQ_4
tr|J3QL69|J3QL69_HUMAN,2JTN_A
tr|J3QLA2|J3QLA2_HUMAN,6YSN_B
tr|J3QLG1|J3QLG1_HUMAN,7T7C_H
tr|J3QS17|J3QS17_HUMAN,6X9G_A
tr|J3QS64|J3QS64_HUMAN,6GMH_M
tr|J3QSH7|J3QSH7_HUMAN,2L4Z_A
tr|K4DIA6|K4DIA6_HUMAN,5MFA_A
tr|K7EKM4|K7EKM4_HUMAN,2O07_A
tr|K7EKU7|K7EKU7_HUMAN,2H8H_A
tr|K7ELQ5|K7ELQ5_HUMAN,5JXT_K
tr|K7EMP5|K7EMP5_HUMAN,6ZBE_A
tr|K7ENB0|K7ENB0_HUMAN,3RRU_A
tr|K7ENR9|K7ENR9_HUMAN,1UW0_A
tr|K7ENY5|K7ENY5_HUMAN,5YZG_i
tr|K7ER45|K7ER45_HUMAN,4G4S_P
tr|K7ERF6|K7ERF6_HUMAN,6P3H_C
tr|K7ERL3|K7ERL3_HUMAN,7CNS_A
tr|K7ES75|K7ES75_HUMAN,5A2E_A
tr|K7ESB0|K7ESB0_HUMAN,5KZN_A
tr|K7ESB9|K7ESB9_HUMAN,7KSR_A
tr|M0QXE2|M0QXE2_HUMAN,3M1C_B
tr|M0QXT4|M0QXT4_HUMAN,2G9E_A
tr|M0QYC1|M0QYC1_HUMAN,3ODW_B
tr|M0QYY4|M0QYY4_HUMAN,7ADO_I
tr|M0QZ02|M0QZ02_HUMAN,2YB0_E
tr|M0QZL4|M0QZL4_HUMAN,5YPS_E
tr|M0R027|M0R027_HUMAN,6AU8_A
tr|M0R081|M0R081_HUMAN,7N9F_z
tr|M0R1E2|M0R1E2_HUMAN,6TDV_s
tr|M0R253|M0R253_HUMAN,6XXJ_B
tr|Q3MS88|Q3MS88_HUMAN,4XI2_A
tr|Q5FC02|Q5FC02_HUMAN,7NKG_C
tr|Q5JX60|Q5JX60_HUMAN,6KXU_C
tr|Q5JYW6|Q5JYW6_HUMAN,7DL2_D
tr|Q5T0S4|Q5T0S4_HUMAN,3GRO_B
tr|Q5T370|Q5T370_HUMAN,2R51_A
tr|Q5T4L2|Q5T4L2_HUMAN,6IAK_F
tr|Q5TBW1|Q5TBW1_HUMAN,5YP4_B
tr|Q5TEH7|Q5TEH7_HUMAN,4EBA_C
tr|Q5VXC0|Q5VXC0_HUMAN,3ODW_B
tr|Q6AI25|Q6AI25_HUMAN,7KS0_C
sp|Q6ZR85|CQ107_HUMAN,6SGA_FJ
tr|Q708E6|Q708E6_HUMAN,6ID1_L
tr|Q8WTX0|Q8WTX0_HUMAN,6MAL_A
tr|R4GMQ4|R4GMQ4_HUMAN,1N3H_A
tr|U3KPV9|U3KPV9_HUMAN,2QSB_A
tr|U3KQM4|U3KQM4_HUMAN,7FDJ_C
tr|V9GY29|V9GY29_HUMAN,4KLZ_A
tr|V9GY82|V9GY82_HUMAN,6ZNQ_A
tr|V9GYX5|V9GYX5_HUMAN,4CHD_A
tr|W4VSQ5|W4VSQ5_HUMAN,6ZDX_B
tr|X6R5E5|X6R5E5_HUMAN,7MOP_A
tr|X6R6F3|X6R6F3_HUMAN,5LQ7_A
tr|X6RA30|X6RA30_HUMAN,4ZGO_A
sp|A8MXV4|NUD19_HUMAN,3QSJ_A
sp|O00189|AP4M1_HUMAN,7P3X_M
sp|O00267|SPT5H_HUMAN,6TED_Z
sp|O00507|USP9Y_HUMAN,7YXX_A
sp|O14986|PI51B_HUMAN,6CN2_A
sp|O15049|N4BP3_HUMAN,7PER_H
sp|O15347|HMGB3_HUMAN,3TMM_A
sp|O43683|BUB1_HUMAN,6TLJ_S
sp|O60235|TM11D_HUMAN,7MO7_A
sp|O60566|BUB1B_HUMAN,5KHU_Q
sp|O75626|PRDM1_HUMAN,6QNX_C
sp|O75896|TUSC2_HUMAN,6K3I_EA
sp|O95628|CNOT4_HUMAN,7D5K_B
sp|O95977|S1PR4_HUMAN,3V2Y_A
sp|O96015|DNAL4_HUMAN,7K58_I
sp|P00748|FA12_HUMAN,7MO7_A
sp|P01213|PDYN_HUMAN,6FZ6_B
sp|P01700|LV147_HUMAN,6HDC_A
sp|P04070|PROC_HUMAN,4BXW_B
sp|P04732|MT1E_HUMAN,4MT2_A
sp|P05089|ARGI1_HUMAN,2AEB_B
sp|P0DPK3|NT2NB_HUMAN,6ZYA_A
sp|P10599|THIO_HUMAN,6TMG_F
sp|P15863|PAX1_HUMAN,6YOV_K
sp|P19075|TSN8_HUMAN,5TCX_A
sp|P20963|CD3Z_HUMAN,6JXR_a
sp|P25440|BRD2_HUMAN,6DNE_B
sp|P25791|RBTN2_HUMAN,1RUT_X
sp|P26010|ITB7_HUMAN,7NXD_B
sp|P28749|RBL1_HUMAN,4ELJ_A
sp|P29972|AQP1_HUMAN,6POJ_A
sp|P33947|ERD22_HUMAN,7RXC_K
sp|P35240|MERL_HUMAN,4RM9_A
sp|P35443|TSP4_HUMAN,1YO8_A
sp|P37059|DHB2_HUMAN,1FDV_C
sp|P41180|CASR_HUMAN,7DD7_A
sp|P41235|HNF4A_HUMAN,3E00_A
sp|P47869|GBRA2_HUMAN,6HUJ_A
sp|P48735|IDHP_HUMAN,1ITW_D
sp|P49336|CDK8_HUMAN,5ICP_A
sp|P49589|SYCC_HUMAN,6UJD_A
sp|P50479|PDLI4_HUMAN,6PCV_A
sp|P51571|SSRD_HUMAN,4HD5_A
sp|P52815|RM12_HUMAN,7O9M_t6
sp|P54577|SYYC_HUMAN,5THL_A
sp|P62328|TYB4_HUMAN,4PL7_B
sp|P78332|RBM6_HUMAN,4PKD_B
sp|P78426|NKX61_HUMAN,6T90_K
sp|P98171|RHG04_HUMAN,5I6R_A
sp|Q01484|ANK2_HUMAN,4RLV_A
sp|Q01668|CAC1D_HUMAN,6JP8_A
sp|Q02446|SP4_HUMAN,6QNX_C
sp|Q13049|TRI32_HUMAN,6QAJ_B
sp|Q13241|KLRD1_HUMAN,6INN_A
sp|Q13418|ILK_HUMAN,4OAV_B
sp|Q14722|KCAB1_HUMAN,3LUT_A
sp|Q15131|CDK10_HUMAN,3N9X_A
sp|Q15828|CYTM_HUMAN,4N6O_B
sp|Q5BKX5|ACTMP_HUMAN,7DCO_A
sp|Q5MJ10|SPXN2_HUMAN,7NSB_a
sp|Q5T2T1|MPP7_HUMAN,3TSZ_A
sp|Q5T619|ZN648_HUMAN,6QNX_C
sp|Q6P087|RUSD3_HUMAN,5UBA_A
sp|Q6P4R8|NFRKB_HUMAN,4UF5_B
sp|Q76M96|CCD80_HUMAN,2PFF_A
sp|Q7L8L6|FAKD5_HUMAN,6Z1P_AS
sp|Q7RTU7|SCX_HUMAN,4AYA_B
sp|Q8IWA0|WDR75_HUMAN,7MQA_LH
sp|Q8N126|CADM3_HUMAN,3J8F_7
sp|Q8N1A0|KT222_HUMAN,6UUI_C
sp|Q8N3R9|PALS1_HUMAN,2XKX_B
sp|Q8NDZ2|SIMC1_HUMAN,7NRC_A
sp|Q8NER1|TRPV1_HUMAN,6BBJ_A
sp|Q8NEZ4|KMT2C_HUMAN,6UH5_M
sp|Q8TBC3|SHKB1_HUMAN,3DRY_C
sp|Q8TD26|CHD6_HUMAN,7TN2_W
sp|Q8WYP3|RIN2_HUMAN,2OT3_A
sp|Q92529|SHC3_HUMAN,1N3H_A
sp|Q92600|CNOT9_HUMAN,4CV5_D
sp|Q96FE5|LIGO1_HUMAN,2ID5_A
sp|Q96FX8|PERP_HUMAN,6C14_D
sp|Q96LJ7|DHRS1_HUMAN,2QQ5_A
sp|Q96PE3|INP4A_HUMAN,6PCV_A
sp|Q96T83|SL9A7_HUMAN,7DSX_A
sp|Q9BRK3|MXRA8_HUMAN,6NK3_B
sp|Q9BTZ2|DHRS4_HUMAN,4V59_A
sp|Q9BUH6|PAXX_HUMAN,3WTF_B
sp|Q9BVG3|TRI62_HUMAN,4CFG_B
sp|Q9BYV1|AGT2_HUMAN,6TOR_B
sp|Q9H2F3|3BHS7_HUMAN,6X89_A9
sp|Q9H2F5|EPC1_HUMAN,5J9U_G
sp|Q9H2M9|RBGPR_HUMAN,7PMN_H
sp|Q9H2S9|IKZF4_HUMAN,6QNX_C
sp|Q9H479|FN3K_HUMAN,3JR1_A
sp|Q9H892|TTC12_HUMAN,4I2Z_A
sp|Q9H9T3|ELP3_HUMAN,6IA8_A
sp|Q9HCM4|E41L5_HUMAN,6D21_A
sp|Q9NS23|RASF1_HUMAN,3DDC_B
sp|Q9UGU0|TCF20_HUMAN,4NN2_B
sp|Q9UJF2|NGAP_HUMAN,3BXJ_B
sp|Q9UL25|RAB21_HUMAN,7LHW_A
sp|Q9ULK4|MED23_HUMAN,6H02_A
sp|Q9ULW6|NP1L2_HUMAN,2AYU_A
sp|Q9UN72|PCDA7_HUMAN,5SZP_A
sp|Q9UQM7|KCC2A_HUMAN,5U6Y_J
sp|Q9Y263|PLAP_HUMAN,3PSP_A
sp|Q9Y264|ANGP4_HUMAN,3GHG_H
sp|Q9Y5H5|PCDA9_HUMAN,5SZP_A
sp|Q9Y679|AUP1_HUMAN,2EKF_A
tr|A0A0G2JP53|A0A0G2JP53_HUMAN,5MFA_A
tr|A0A7I2V3E1|A0A7I2V3E1_HUMAN,4OQA_F
sp|O15069|NACAD_HUMAN,7QWR_t
sp|P35325|SPR2B_HUMAN,1ZLG_A
sp|P36537|UDB10_HUMAN,6KVJ_A
sp|Q14206|RCAN2_HUMAN,1WEY_A
sp|Q5MJ09|SPXN3_HUMAN,6RM3_LNN
sp|Q8IZS8|CA2D3_HUMAN,6JPA_F
sp|Q8N3X6|LCORL_HUMAN,5AE2_A
sp|Q8N9W4|GG6L2_HUMAN,7DL2_D
sp|Q8NBR0|P5I13_HUMAN,7V2H_o
sp|Q8NDA2|HMCN2_HUMAN,3DMK_A
sp|Q8NF86|PRS33_HUMAN,2B9L_A
sp|Q9UKJ3|GPTC8_HUMAN,5Y88_U
sp|Q9Y6I0|VPK6_HUMAN,2RSP_A
sp|Q9YNA8|GAK19_HUMAN,6SSL_B
sp|A0A096LP55|QCR6L_HUMAN,5OKD_H
tr|A0A286YFA6|A0A286YFA6_HUMAN,7KSI_A
tr|A0A7I2V3I0|A0A7I2V3I0_HUMAN,7ASE_E
tr|A0A7I2YQA8|A0A7I2YQA8_HUMAN,4WXX_B
tr|A0A8I5KVA5|A0A8I5KVA5_HUMAN,5GGI_B
sp|A4D2G3|O2A25_HUMAN,7BVQ_B
tr|E5RFT4|E5RFT4_HUMAN,2FIY_A
tr|E7EX90|E7EX90_HUMAN,6ZNL_Z
tr|E9PHT6|E9PHT6_HUMAN,2Q40_A
tr|E9PML7|E9PML7_HUMAN,3QYQ_C
tr|F8VVT7|F8VVT7_HUMAN,3FRT_B
sp|O75373|ZN737_HUMAN,6QNX_C
sp|Q5VUD6|DIK1B_HUMAN,4IL1_D
sp|Q71RC9|SMIM5_HUMAN,7SBP_A
sp|Q8NGE1|OR6C4_HUMAN,7JOZ_R
sp|Q8NGZ6|OR6F1_HUMAN,7JOZ_R
sp|Q8TF44|C2C4C_HUMAN,7T7C_H
sp|Q8WV15|T255B_HUMAN,6VJA_D
sp|Q96GE5|ZN799_HUMAN,6QNX_C
sp|Q9BSC4|NOL10_HUMAN,7MQ9_NW
tr|Q9H1R6|Q9H1R6_HUMAN,2ME8_A
sp|Q9H3W5|LRRN3_HUMAN,2ID5_A
sp|Q9H4I0|RD21L_HUMAN,6QNX_B
sp|Q9NVP4|DZAN1_HUMAN,7VOP_V
sp|Q9Y6F7|CDY2_HUMAN,6J1F_A
tr|A0A087WZL3|A0A087WZL3_HUMAN,7NX4_A
tr|A0A0A0MRF8|A0A0A0MRF8_HUMAN,4V9F_R
tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN,7KVF_B
tr|A0A0A0MSH6|A0A0A0MSH6_HUMAN,2Y6V_C
tr|A0A0A0MSY9|A0A0A0MSY9_HUMAN,7KSR_A
tr|A0A0C4DFU5|A0A0C4DFU5_HUMAN,7BVQ_B
tr|A0A0C4DGL4|A0A0C4DGL4_HUMAN,7DSL_B
tr|A0A0C4DH56|A0A0C4DH56_HUMAN,1Q79_A
tr|A0A0G2JH31|A0A0G2JH31_HUMAN,6PY2_B
tr|A0A0G2JN23|A0A0G2JN23_HUMAN,7OKY_M
tr|A0A0G2JN43|A0A0G2JN43_HUMAN,6AED_A
tr|A0A0G2JNL0|A0A0G2JNL0_HUMAN,2CV8_B
tr|A0A0G2JRA4|A0A0G2JRA4_HUMAN,1Q5C_B
tr|A0A1B0GTY3|A0A1B0GTY3_HUMAN,6QIG_A
tr|A0A2R8Y553|A0A2R8Y553_HUMAN,6GCI_A
tr|A0A2R8Y5U3|A0A2R8Y5U3_HUMAN,4BX8_B
tr|A0A3B3IRJ8|A0A3B3IRJ8_HUMAN,7AO8_B
tr|A0A3B3ISY0|A0A3B3ISY0_HUMAN,7AO8_B
tr|A0A494C057|A0A494C057_HUMAN,1C7C_A
tr|A0A499FIV4|A0A499FIV4_HUMAN,3E00_D
tr|A0A7I2V2B1|A0A7I2V2B1_HUMAN,3MW2_B
tr|A0A7I2V3T7|A0A7I2V3T7_HUMAN,6K4J_A
tr|A0A7I2YQU6|A0A7I2YQU6_HUMAN,4JHD_C
tr|A0A7P0T8C7|A0A7P0T8C7_HUMAN,3DYU_A
tr|A0A7P0T8E8|A0A7P0T8E8_HUMAN,7DVQ_9
tr|A0A8I5KRC0|A0A8I5KRC0_HUMAN,7DVQ_8
tr|A0A8I5QKT9|A0A8I5QKT9_HUMAN,3W2I_A
